id,value
0_Computer Science.1_Distributed computing.2_Burstiness,1729
0_Computer Science.1_Distributed computing.2_Protected procedure,22
0_Computer Science.1_Distributed computing.2_Communications protocol,34380
0_Computer Science.1_Distributed computing.2_Petri net,31467
0_Computer Science.1_Distributed computing.2_Resource (disambiguation),9254
0_Computer Science.1_Distributed computing.2_Address space,6696
0_Computer Science.1_Distributed computing.2_Secret sharing,6570
0_Computer Science.1_Distributed computing.2_Java Interface Definition Language,1
0_Computer Science.1_Distributed computing.2_Network partition,567
0_Computer Science.1_Distributed computing.2_Proteins@home,1
0_Computer Science.1_Distributed computing.2_Quality of service,108980
0_Computer Science.1_Distributed computing.2_IP forwarding,4072
0_Computer Science.1_Distributed computing.2_Record locking,114
0_Computer Science.1_Distributed computing.2_Concurrent testing,231
0_Computer Science.1_Distributed computing.2_Subnetwork connection protection,260
0_Computer Science.1_Distributed computing.2_Ubiquitous computing,25015
0_Computer Science.1_Distributed computing.2_Consistency model,2643
0_Computer Science.1_Distributed computing.2_Network address translation,4214
0_Computer Science.1_Distributed computing.2_Anonymous pipe,9
0_Computer Science.1_Distributed computing.2_HIPPI,225
0_Computer Science.1_Distributed computing.2_Pool,208
0_Computer Science.1_Distributed computing.2_Communicating sequential processes,980
0_Computer Science.1_Distributed computing.2_Centralized computing,184
0_Computer Science.1_Distributed computing.2_Buffer overflow,2598
0_Computer Science.1_Distributed computing.2_Trustworthy computing,217
0_Computer Science.1_Distributed computing.2_Multicast,40227
0_Computer Science.1_Distributed computing.2_Self-organizing network,1096
0_Computer Science.1_Distributed computing.2_Network management,21455
0_Computer Science.1_Distributed computing.2_Execution model,2253
0_Computer Science.1_Distributed computing.2_Mutual exclusion,2918
0_Computer Science.1_Distributed computing.2_Single point of failure,1574
0_Computer Science.1_Distributed computing.2_Stream processing,3388
0_Computer Science.1_Distributed computing.2_Human Proteome Folding Project,3
0_Computer Science.1_Distributed computing.2_Stream socket,22
0_Computer Science.1_Distributed computing.2_Active networking,5067
0_Computer Science.1_Distributed computing.2_Immutable object,38
0_Computer Science.1_Distributed computing.2_Call graph,857
0_Computer Science.1_Distributed computing.2_Middleware,32998
0_Computer Science.1_Distributed computing.2_Implicit invocation,108
0_Computer Science.1_Distributed computing.2_Group key,2715
0_Computer Science.1_Distributed computing.2_Supernode,338
0_Computer Science.1_Distributed computing.2_Queueing theory,37104
0_Computer Science.1_Distributed computing.2_Computational scientist,53
0_Computer Science.1_Distributed computing.2_Secure communication,8508
0_Computer Science.1_Distributed computing.2_Open implementation,118
0_Computer Science.1_Distributed computing.2_K-set,167
0_Computer Science.1_Distributed computing.2_Mobile computing,68416
0_Computer Science.1_Distributed computing.2_Context aware network,26
0_Computer Science.1_Distributed computing.2_Distributed object,6602
0_Computer Science.1_Distributed computing.2_Metacomputing,664
0_Computer Science.1_Distributed computing.2_OpenFlow,3880
0_Computer Science.1_Distributed computing.2_Distributed data store,6036
0_Computer Science.1_Distributed computing.2_Lamport timestamps,78
0_Computer Science.1_Distributed computing.2_Software agent,11854
0_Computer Science.1_Distributed computing.2_Linear topology,231
0_Computer Science.1_Distributed computing.2_Discriminator,5334
0_Computer Science.1_Distributed computing.2_Shared memory,21045
0_Computer Science.1_Distributed computing.2_Named pipe,99
0_Computer Science.1_Distributed computing.2_Spanner,1600
0_Computer Science.1_Distributed computing.2_Router,22825
0_Computer Science.1_Distributed computing.2_Active message,163
0_Computer Science.1_Distributed computing.2_Concurrency control,6386
0_Computer Science.1_Distributed computing.2_Pastry,2022
0_Computer Science.1_Distributed computing.2_Blom's scheme,9
0_Computer Science.1_Distributed computing.2_Network delay,6815
0_Computer Science.1_Distributed computing.2_Communication complexity,5589
0_Computer Science.1_Distributed computing.2_Failure transparency,13
0_Computer Science.1_Distributed computing.2_Complex event processing,4230
0_Computer Science.1_Distributed computing.2_Cryptography,54888
0_Computer Science.1_Distributed computing.2_Managed object,511
0_Computer Science.1_Distributed computing.2_Thrashing,730
0_Computer Science.1_Distributed computing.2_Routing protocol,34190
0_Computer Science.1_Distributed computing.2_Network congestion,18217
0_Computer Science.1_Distributed computing.2_Application delivery network,10
0_Computer Science.1_Distributed computing.2_Network service,6823
0_Computer Science.1_Distributed computing.2_Dijkstra–Scholten algorithm,1
0_Computer Science.1_Distributed computing.2_Proxy pattern,324
0_Computer Science.1_Distributed computing.2_Trust boundary,37
0_Computer Science.1_Distributed computing.2_Discrete logarithm,3153
0_Computer Science.1_Distributed computing.2_Trace-based simulation,80
0_Computer Science.1_Distributed computing.2_Carrier grade,339
0_Computer Science.1_Distributed computing.2_Network Computing System,103
0_Computer Science.1_Distributed computing.2_Adaptive routing,2302
0_Computer Science.1_Distributed computing.2_Network address,4548
0_Computer Science.1_Distributed computing.2_Intel Paragon,492
0_Computer Science.1_Distributed computing.2_Point-to-point,5145
0_Computer Science.1_Distributed computing.2_Synchronous network,360
0_Computer Science.1_Distributed computing.2_Event correlation,782
0_Computer Science.1_Distributed computing.2_Multiplayer game,907
0_Computer Science.1_Distributed computing.2_Network transparency,128
0_Computer Science.1_Distributed computing.2_Attack model,1416
0_Computer Science.1_Distributed computing.2_Protocol stack,5427
0_Computer Science.1_Distributed computing.2_Concurrent algorithm,152
0_Computer Science.1_Distributed computing.2_Bloom filter,2386
0_Computer Science.1_Distributed computing.2_Erasure code,2436
0_Computer Science.1_Distributed computing.2_Next-generation network,9836
0_Computer Science.1_Distributed computing.2_Deadlock,10409
0_Computer Science.1_Distributed computing.2_Separation of concerns,2168
0_Computer Science.1_Distributed computing.2_Overlay network,9814
0_Computer Science.1_Distributed computing.2_Connection pool,296
0_Computer Science.1_Distributed computing.2_ARP spoofing,2292
0_Computer Science.1_Distributed computing.2_Virtual synchrony,278
0_Computer Science.1_Distributed computing.2_Chang and Roberts algorithm,1
0_Computer Science.1_Distributed computing.2_Small-world routing,7
0_Computer Science.1_Distributed computing.2_Child process,132
0_Computer Science.1_Distributed computing.2_Core network,9625
0_Computer Science.1_Distributed computing.2_Lightweight protocol,233
0_Computer Science.1_Distributed computing.2_Trusted system,181
0_Computer Science.1_Distributed computing.2_Wireless ad hoc network,51475
0_Computer Science.1_Distributed computing.2_Liveness,4487
0_Computer Science.1_Distributed computing.2_Balancing network,201
0_Computer Science.1_Distributed computing.2_Location transparency,221
0_Computer Science.1_Distributed computing.2_Distributed tree search,7
0_Computer Science.1_Distributed computing.2_Wireless sensor network,147359
0_Computer Science.1_Distributed computing.2_High availability,6046
0_Computer Science.1_Distributed computing.2_Paxos,369
0_Computer Science.1_Distributed computing.2_Routing and Remote Access Service,11
0_Computer Science.1_Distributed computing.2_Parallel database,851
0_Computer Science.1_Distributed computing.2_Concurrent user,118
0_Computer Science.1_Distributed computing.2_Process group,304
0_Computer Science.1_Distributed computing.2_H_323,181
0_Computer Science.1_Distributed computing.2_Common Object Request Broker Architecture,8232
0_Computer Science.1_Distributed computing.2_Stream Control Transmission Protocol,1349
0_Computer Science.1_Distributed computing.2_Autonomic computing,4803
0_Computer Science.1_Distributed computing.2_Subnet,2477
0_Computer Science.1_Distributed computing.2_Organic computing,463
0_Computer Science.1_Distributed computing.2_Software-defined networking,7506
0_Computer Science.1_Distributed computing.2_Network performance,20006
0_Computer Science.1_Distributed computing.2_Banyan,1027
0_Computer Science.1_Distributed computing.2_Distributed operating system,924
0_Computer Science.1_Distributed computing.2_Wrapper library,31
0_Computer Science.1_Distributed computing.2_Problem solving environment,1076
0_Computer Science.1_Distributed computing.2_Unidirectional network,81
0_Computer Science.1_Distributed computing.2_Media access control,7148
0_Computer Science.1_Distributed computing.2_Application checkpointing,26
0_Computer Science.1_Distributed computing.2_Associativity-based routing,10
0_Computer Science.1_Distributed computing.2_Distributed Interactive Simulation,1212
0_Computer Science.1_Distributed computing.2_Circular dependency,121
0_Computer Science.1_Distributed computing.2_Query throughput,120
0_Computer Science.1_Distributed computing.2_Rollback,3052
0_Computer Science.1_Distributed computing.2_Secure copy,444
0_Computer Science.1_Distributed computing.2_Dominator,401
0_Computer Science.1_Distributed computing.2_Language binding,56
0_Computer Science.1_Distributed computing.2_Fallacies of distributed computing,5
0_Computer Science.1_Distributed computing.2_Failover,2701
0_Computer Science.1_Distributed computing.2_Application-oriented networks,7
0_Computer Science.1_Distributed computing.2_Datagram socket,13
0_Computer Science.1_Distributed computing.2_Routing control plane,2940
0_Computer Science.1_Distributed computing.2_Optical IP Switching,3641
0_Computer Science.1_Distributed computing.2_IP tunnel,4256
0_Computer Science.1_Distributed computing.2_Distributed collaboration,799
0_Computer Science.1_Distributed computing.2_Entera,388
0_Computer Science.1_Distributed computing.2_Browser-based computing,3
0_Computer Science.1_Distributed computing.2_Concurrent computing,9006
0_Computer Science.1_Distributed computing.2_Deterministic memory,30
0_Computer Science.1_Distributed computing.2_Fault management,2533
0_Computer Science.1_Distributed computing.2_Task parallelism,3674
0_Computer Science.1_Distributed computing.2_Communication-avoiding algorithms,16
0_Computer Science.1_Distributed computing.2_Virtual organization,3011
0_Computer Science.1_Distributed computing.2_Key exchange,4143
0_Computer Science.1_Distributed computing.2_Automatically switched optical network,1118
0_Computer Science.1_Distributed computing.2_Parallel algorithm,31436
0_Computer Science.1_Distributed computing.2_Process isolation,85
0_Computer Science.1_Distributed computing.2_Active object,840
0_Computer Science.1_Distributed computing.2_Backbone network,3484
0_Computer Science.1_Distributed computing.2_Mobility model,7828
0_Computer Science.1_Distributed computing.2_Cell Computing,12
0_Computer Science.1_Distributed computing.2_SPMD,1277
0_Computer Science.1_Distributed computing.2_Persistent data structure,994
0_Computer Science.1_Distributed computing.2_Object graph,233
0_Computer Science.1_Distributed computing.2_Overhead (business),9053
0_Computer Science.1_Distributed computing.2_Message broker,12145
0_Computer Science.1_Distributed computing.2_Trusted path,141
0_Computer Science.1_Distributed computing.2_Software-defined mobile network,12
0_Computer Science.1_Distributed computing.2_Shared resource,15653
0_Computer Science.1_Distributed computing.2_Transport layer,4935
0_Computer Science.1_Distributed computing.2_Data center,18736
0_Computer Science.1_Distributed computing.2_Network layer,13755
0_Computer Science.1_Distributed computing.2_Conflict-free replicated data type,1
0_Computer Science.1_Distributed computing.2_Memory semantics,54
0_Computer Science.1_Distributed computing.2_Internetworking,4325
0_Computer Science.1_Distributed computing.2_Distributed database,14067
0_Computer Science.1_Distributed computing.2_Suurballe's algorithm,3234
0_Computer Science.1_Distributed computing.2_Version vector,145
0_Computer Science.1_Distributed computing.2_Hypercube,8452
0_Computer Science.1_Distributed computing.2_Cryptographic protocol,13713
0_Computer Science.1_Distributed computing.2_Autonomous system (Internet),4540
0_Computer Science.1_Distributed computing.2_Operational transformation,317
0_Computer Science.1_Distributed computing.2_Wide area network,6208
0_Computer Science.1_Distributed computing.2_Remote evaluation,7071
0_Computer Science.1_Distributed computing.2_Application sharing,665
0_Computer Science.1_Distributed computing.2_OSI protocols,154
0_Computer Science.1_Distributed computing.2_Virtual circuit,4283
0_Computer Science.1_Distributed computing.2_Berkeley algorithm,8
0_Computer Science.1_Distributed computing.2_Testbed,19153
0_Computer Science.1_Distributed computing.2_Symmetric multiprocessor system,4138
0_Computer Science.1_Distributed computing.2_Verifiable secret sharing,7856
0_Computer Science.1_Distributed computing.2_System area network,208
0_Computer Science.1_Distributed computing.2_Link group,200
0_Computer Science.1_Distributed computing.2_Hosting environment,164
0_Computer Science.1_Distributed computing.2_Broadcast communication network,9084
0_Computer Science.1_Distributed computing.2_Attack tree,326
0_Computer Science.1_Distributed computing.2_Daemon,1453
0_Computer Science.1_Distributed computing.2_Real-time communication,2096
0_Computer Science.1_Distributed computing.2_Fault tolerance,51884
0_Computer Science.1_Distributed computing.2_Network Functions Virtualization,1558
